"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.384476318E2,4.920118561E0,2.757266235E-1,2.780767365E0
1.384576768E2,4.927004242E0,4.376898193E-1,2.556234283E0
1.384677217E2,5.306914215E0,7.288343811E-1,2.366728363E0
1.384777668E2,5.590873718E0,9.509724426E-1,2.205663300E0
1.384878118E2,5.784421234E0,9.014254761E-1,2.207908630E0
1.384978568E2,5.830974426E0,6.688092041E-1,2.320175171E0
1.385079017E2,5.790109406E0,5.292993164E-1,2.360142059E0
1.385179468E2,5.895190887E0,3.270698547E-1,2.389930115E0
1.385279918E2,6.049669647E0,5.927673340E-2,2.395468597E0
1.385380368E2,6.008205872E0,-1.742376709E-1,2.300565948E0
1.385480817E2,5.896388397E0,-4.487667847E-1,2.138153687E0
1.385581278E2,6.134393463E0,-6.423143005E-1,2.020198975E0
1.385681728E2,7.054530029E0,-7.342231750E-1,1.830094299E0
1.385782178E2,8.290659485E0,-5.876779175E-1,1.932780762E0
1.385882627E2,9.330696716E0,-2.906954956E-1,1.706002350E0
1.385983078E2,1.050515442E1,6.197113037E-2,1.473535767E0
1.386083528E2,1.178948364E1,7.399113464E-1,1.153950348E0
1.386183978E2,1.293400360E1,1.635498962E0,1.136885834E0
1.386284427E2,1.373498795E1,2.114203491E0,1.651365967E0
1.386384878E2,1.403436539E1,2.207010498E0,2.858455811E0
1.386485328E2,1.368259689E1,1.849404144E0,3.606749725E0
1.386585778E2,1.325224182E1,1.225202179E0,3.289409637E0
1.386686227E2,1.335612579E1,7.932005310E-1,2.712658997E0
1.386786678E2,1.374591522E1,1.429227905E0,1.595532074E0
1.386887128E2,1.464913696E1,1.811083832E0,6.685098267E-1
1.386987578E2,1.519475235E1,7.370672607E-1,1.456171875E0
1.387088027E2,1.500494705E1,-1.165326691E0,2.514171753E0
1.387188488E2,1.505284744E1,-1.169068909E0,4.065096588E0
1.387288938E2,1.445214661E1,-9.669891357E-1,6.059698792E0
1.387389388E2,1.359787308E1,-1.007255402E0,7.027735748E0
1.387489837E2,1.187061493E1,-7.414082336E-1,5.979166260E0
1.387590288E2,1.094628708E1,-7.688012695E-1,5.076094208E0
1.387690738E2,9.883347473E0,-1.069376221E0,5.633684692E0
1.387791188E2,9.202862549E0,-2.182162170E0,6.770271149E0
1.387891637E2,8.753796387E0,-3.175346832E0,8.610693970E0
1.387992088E2,8.552764435E0,-3.864214325E0,9.826166382E0
1.388092538E2,8.468339996E0,-4.279600525E0,9.916129303E0
1.388192988E2,7.905360718E0,-3.584745483E0,9.021589508E0
1.388293437E2,7.470514984E0,-2.971770172E0,7.363337860E0
1.388393888E2,7.403304749E0,-2.699037323E0,6.145021362E0
1.388494338E2,7.399263153E0,-2.453248444E0,5.541027374E0
1.388594788E2,7.514822845E0,-2.310595093E0,5.244793396E0
1.388695237E2,7.762258301E0,-2.031575317E0,4.763095093E0
1.388795688E2,7.999963989E0,-1.826950836E0,3.966751099E0
1.388896151E2,8.019872589E0,-1.531315613E0,3.077001343E0
1.388996601E2,7.719147949E0,-1.156794434E0,1.936223602E0
1.389097051E2,7.367229767E0,-9.845027161E-1,9.636959839E-1
1.389197501E2,6.905290375E0,-9.924362183E-1,5.360353088E-1
1.389297951E2,6.524781647E0,-7.723937988E-1,4.400848389E-1
1.389398401E2,6.469097443E0,-4.625381470E-1,5.987548828E-1
1.389498851E2,6.203699341E0,-4.926255798E-1,1.195563812E0
1.389599301E2,5.893095245E0,-3.412902832E-1,1.893113251E0
1.389699751E2,5.357209625E0,-4.710704041E-1,2.493664398E0
1.389800201E2,4.840933228E0,-4.049079895E-1,2.785258026E0
1.389900651E2,4.468208313E0,-3.101550293E-1,3.449726257E0
1.390001101E2,4.188739471E0,-3.805087280E-1,4.002227325E0
1.390101551E2,4.013753357E0,-5.113366699E-1,4.184997253E0
1.390202001E2,4.110901337E0,-3.987707520E-1,3.726500702E0
1.390302451E2,4.452940063E0,-2.327659607E-1,3.194207611E0
1.390402901E2,5.307962036E0,-1.348695374E-1,2.608325958E0
1.390503351E2,6.324498138E0,3.056643677E-1,1.927242279E0
1.390603811E2,7.485184479E0,4.171824646E-1,1.713337097E0
1.390704261E2,8.771309967E0,8.402027893E-1,1.712888031E0
1.390804711E2,1.014380585E1,1.392703857E0,1.881736908E0
1.390905161E2,1.123189316E1,1.561403046E0,2.301613770E0
1.391005611E2,1.196342194E1,1.536854095E0,2.877017212E0
1.391106061E2,1.236937775E1,1.411564636E0,3.143313446E0
1.391206511E2,1.241308685E1,1.125808868E0,3.263962555E0
1.391306961E2,1.231608856E1,8.240364075E-1,3.162623291E0
1.391407411E2,1.223136475E1,3.367996216E-1,3.107088776E0
1.391507861E2,1.206895248E1,-3.025209045E-1,3.129093018E0
1.391608311E2,1.190773773E1,-7.491920471E-1,3.220103760E0
1.391708761E2,1.178873520E1,-7.188052368E-1,3.220552826E0
1.391809211E2,1.180430283E1,-3.171903992E-1,3.068918152E0
1.391909661E2,1.196162567E1,2.900967407E-1,3.056344299E0
1.392010111E2,1.188079376E1,3.924838257E-1,3.044518890E0
1.392110561E2,1.153291718E1,2.383044434E-1,3.172203369E0
1.392211011E2,1.169682632E1,1.308279419E-1,3.873794403E0
1.392311461E2,1.239751923E1,-2.733316040E-1,5.257516937E0
1.392411921E2,1.289852737E1,-5.662724304E-1,6.289620667E0
1.392512371E2,1.286260208E1,-7.289840698E-1,6.574328613E0
1.392612821E2,1.265303787E1,-7.825726318E-1,6.662644958E0
1.392713271E2,1.188573349E1,-8.506809998E-1,6.776109009E0
1.392813721E2,1.092203751E1,-1.356179810E0,6.317013702E0
1.392914171E2,1.037821838E1,-2.379601593E0,5.941594391E0
1.393014621E2,9.576485596E0,-3.483855286E0,5.894741821E0
1.393115071E2,8.987909546E0,-4.284540253E0,5.729635162E0
1.393215521E2,8.731043701E0,-4.868625641E0,5.711822205E0
1.393315971E2,8.694819031E0,-5.284610596E0,5.708079987E0
1.393416421E2,8.885073395E0,-5.277126160E0,5.320386200E0
1.393516871E2,8.978628845E0,-4.828209686E0,4.629273376E0
1.393617321E2,8.838071136E0,-4.422253876E0,3.765569458E0
1.393717771E2,9.042845306E0,-3.904929657E0,3.397185516E0
1.393818221E2,9.096433868E0,-3.392994232E0,3.433110809E0
1.393918671E2,8.890761566E0,-2.760260010E0,3.303181000E0
1.394019121E2,8.812624054E0,-2.091600494E0,3.243455200E0
1.394119571E2,8.649014282E0,-1.348845062E0,2.900518341E0
1.394220031E2,8.268056488E0,-6.840774536E-1,2.571053467E0
1.394320481E2,7.911797333E0,-4.302053833E-1,2.362237701E0
1.394420931E2,7.588170319E0,-1.832189941E-1,2.419568481E0
1.394521381E2,7.027586060E0,-3.113525391E-2,2.401755524E0
1.394621831E2,6.527775421E0,1.193019104E-1,2.201322327E0
1.394722281E2,5.817203064E0,1.210981750E-1,2.117646332E0
1.394822731E2,5.198838959E0,1.874102783E-1,2.017504578E0
1.394923181E2,4.531676331E0,1.697470093E-1,2.000290375E0
1.395023631E2,3.879781952E0,1.447489929E-1,1.759740601E0
1.395124081E2,3.276835785E0,-2.544708252E-3,1.802252197E0
1.395224531E2,2.878813477E0,5.104385376E-2,1.817071381E0
1.395324981E2,2.944077759E0,3.344046021E-1,1.893562317E0
1.395425431E2,3.286715240E0,5.306465149E-1,1.954485626E0
1.395525881E2,3.982019348E0,7.590715027E-1,2.026934967E0
1.395626331E2,4.997507629E0,8.294252014E-1,2.177521820E0
1.395726781E2,5.573809204E0,6.957531738E-1,2.560275879E0
1.395827231E2,6.638395386E0,5.060975647E-1,2.862198029E0
1.395927681E2,8.078550568E0,1.216969299E-1,3.070415039E0
1.396028131E2,9.645342407E0,7.664062500E-2,2.865491180E0
1.396128591E2,1.090392517E1,3.188369751E-1,2.280208282E0
1.396229041E2,1.169862259E1,5.324427795E-1,1.608704681E0
1.396329491E2,1.226758942E1,7.027885437E-1,1.015488281E0
1.396429941E2,1.286035675E1,9.469308472E-1,5.574407959E-1
1.396530391E2,1.327873672E1,1.355581055E0,4.135899353E-1
1.396630841E2,1.357437195E1,1.284628601E0,1.431024170E0
1.396731291E2,1.373678421E1,1.040785675E0,2.694247284E0
1.396831741E2,1.337304062E1,3.812571716E-1,3.038681030E0
1.396932191E2,1.331391357E1,2.975811768E-1,2.839445343E0
1.397032641E2,1.418525162E1,7.438032532E-1,1.809886322E0
1.397133091E2,1.535596710E1,1.075064392E0,6.256988525E-1
1.397233541E2,1.603241043E1,9.472302246E-1,3.632945251E-1
1.397333991E2,1.608495117E1,1.270707550E0,4.923262024E-1
1.397434441E2,1.540042465E1,1.034199371E0,6.768923950E-1
1.397534891E2,1.382629807E1,-1.242715759E0,1.926493835E0
1.397635341E2,1.313743057E1,-1.534908142E0,2.664758606E0
1.397735791E2,1.278895523E1,-4.092489624E-1,3.547472992E0
1.397836241E2,1.137275024E1,-4.655319214E-2,5.361101532E0
1.397936691E2,9.763147430E0,-3.285667419E-1,5.245242462E0
1.398037141E2,8.641380157E0,-1.369352417E0,4.934039612E0
1.398137601E2,8.116721191E0,-2.218386841E0,5.628744965E0
1.398238051E2,8.144712982E0,-2.398013306E0,5.922583923E0
1.398338501E2,8.073311462E0,-2.326462097E0,7.295678558E0
1.398438951E2,8.157586212E0,-2.831811218E0,8.857979736E0
1.398539401E2,8.543334045E0,-3.170856171E0,9.206455078E0
1.398639851E2,8.659492493E0,-3.196303253E0,8.918903046E0
1.398740301E2,8.844956818E0,-3.012186127E0,8.057594147E0
1.398840747E2,9.337582397E0,-2.512225800E0,6.987619171E0
1.398941198E2,9.790989532E0,-2.045496368E0,6.188580780E0
1.399041648E2,1.019350250E1,-1.865869904E0,5.490282898E0
1.399142098E2,1.004561005E1,-1.642085266E0,4.563709717E0
1.399242547E2,9.738448792E0,-1.305135956E0,3.493435364E0
1.399342998E2,9.265282745E0,-1.079255676E0,2.487227783E0
1.399443448E2,8.700058136E0,-9.327104187E-1,1.667083282E0
1.399543898E2,7.913743286E0,-8.821156311E-1,9.238787842E-1
1.399644347E2,7.057673492E0,-8.646020508E-1,3.692820740E-1
1.399744798E2,6.381379852E0,-8.232879639E-1,2.851570129E-1
1.399845248E2,5.743406525E0,-8.484356689E-1,5.075944519E-1
1.399945698E2,5.041216736E0,-7.804769897E-1,8.032296753E-1
1.400046147E2,4.568200378E0,-8.300239563E-1,1.394051056E0
1.400146598E2,4.171525269E0,-1.005758514E0,2.351460114E0
1.400247058E2,3.845353546E0,-1.103355560E0,2.714305573E0
1.400347508E2,3.762276306E0,-9.955796814E-1,2.910846863E0
1.400447958E2,3.936214600E0,-8.750802612E-1,3.051404572E0
1.400548408E2,4.245022430E0,-6.331832886E-1,3.248245239E0
1.400648858E2,4.757556610E0,-3.734733582E-1,3.147504730E0
1.400749308E2,5.422773285E0,1.601669312E-2,2.777174835E0
1.400849758E2,6.096222839E0,2.874023438E-1,2.218237152E0
1.400950208E2,6.921307068E0,5.788462830E-1,1.986069946E0
1.401050658E2,7.964637451E0,9.120533752E-1,1.953886871E0
1.401151108E2,8.869505768E0,1.168919220E0,2.318528595E0
1.401251557E2,9.741741943E0,1.369202728E0,2.720143433E0
1.401352008E2,1.014590149E1,1.255588989E0,3.046913910E0
1.401452458E2,1.046668442E1,1.236129456E0,3.139122162E0
1.401552908E2,1.079525116E1,1.247805176E0,3.240012360E0
1.401653357E2,1.101005447E1,1.369801483E0,3.102448425E0
1.401753808E2,1.117650833E1,1.310674438E0,2.888992310E0
1.401854258E2,1.142738663E1,1.099014587E0,2.931803284E0
1.401954708E2,1.166988235E1,7.379653931E-1,2.992127838E0
1.402055157E2,1.197090637E1,5.228627014E-1,3.162024536E0
1.402155608E2,1.244661713E1,4.577481079E-1,3.402873688E0
1.402256058E2,1.289613235E1,3.632945251E-1,3.250640259E0
1.402356518E2,1.351734055E1,7.077282715E-1,3.043022003E0
1.402456968E2,1.374561584E1,1.166673889E0,2.834355927E0
1.402557417E2,1.372331223E1,1.094523926E0,3.076402588E0
1.402657868E2,1.370804398E1,5.315446472E-1,4.614154816E0
1.402758318E2,1.351165237E1,-3.351530457E-1,6.039041748E0
1.402858768E2,1.349428848E1,-8.201445007E-1,6.432872772E0
1.402959217E2,1.349503693E1,-1.103355560E0,6.190975800E0
1.403059668E2,1.331181793E1,-9.831555176E-1,6.149212646E0
1.403160118E2,1.229228806E1,-1.122515717E0,5.846242676E0
1.403260568E2,1.176238998E1,-1.656455383E0,5.588478699E0
1.403361017E2,1.088177124E1,-2.625989227E0,5.601351929E0
1.403461468E2,9.728269958E0,-3.545077972E0,5.352269897E0
1.403561918E2,8.805139618E0,-4.544699249E0,5.223387909E0
1.403662368E2,7.910599823E0,-5.263803864E0,5.376669159E0
1.403762817E2,7.839497681E0,-5.409301300E0,5.280569000E0
1.403863268E2,8.844208374E0,-4.829856262E0,5.069807281E0
1.403963718E2,9.352102203E0,-4.248614960E0,4.675826569E0
1.404064168E2,9.539662170E0,-3.648662567E0,4.000880127E0
1.404164618E2,9.644444275E0,-2.823428650E0,3.068020020E0
1.404265068E2,9.332492981E0,-2.013762360E0,2.403402100E0
1.404365518E2,9.090296631E0,-1.507365417E0,2.022593994E0
1.404465968E2,8.808432770E0,-9.412426758E-1,2.010918274E0
1.404566418E2,8.382568359E0,-3.909869385E-1,2.077230377E0
1.404666878E2,7.769593048E0,-1.345701599E-1,2.307900696E0
1.404767328E2,7.092401276E0,6.571334839E-2,2.449655914E0
1.404867778E2,6.413712616E0,2.082170105E-1,2.512974243E0
1.404968227E2,5.551655273E0,1.320254517E-1,2.674787750E0
1.405068678E2,4.848417664E0,7.723937988E-2,2.810256042E0
1.405169128E2,4.192481689E0,8.756790161E-2,2.983894958E0
1.405269578E2,3.742218018E0,1.170565796E-1,2.788251801E0
1.405370027E2,3.511996765E0,1.884580994E-1,2.528392181E0
1.405470478E2,3.270698547E0,3.097059631E-1,2.278262329E0
1.405570928E2,3.164269867E0,4.046086121E-1,1.945055237E0
1.405671378E2,3.465443573E0,4.773573303E-1,1.734742584E0
1.405771827E2,4.183500366E0,4.888833618E-1,1.728904724E0
1.405872278E2,5.182223511E0,5.023553467E-1,1.932331696E0
1.405972728E2,5.826334076E0,5.499563599E-1,2.311493225E0
1.406073178E2,6.582411804E0,3.733236694E-1,2.457888794E0
1.406173627E2,7.553741913E0,7.409591675E-2,2.668351135E0
1.406274078E2,8.348439331E0,-2.088157654E-1,2.775378571E0
1.406374528E2,9.040450287E0,-3.746708679E-1,2.702031097E0
1.406474978E2,9.639953613E0,-3.912863159E-1,2.348466339E0
1.406575427E2,1.041623932E1,-6.870712280E-2,1.871109009E0
1.406675878E2,1.131212631E1,3.977229309E-1,1.319805450E0
1.406776328E2,1.185714294E1,8.765771484E-1,8.916957092E-1
1.406876778E2,1.199710190E1,1.141825562E0,7.999365234E-1
1.406977227E2,1.236339020E1,1.198557587E0,9.301657104E-1
1.407077688E2,1.288011566E1,1.459614716E0,1.501976624E0
1.407178138E2,1.319431229E1,1.490749969E0,2.289189606E0
1.407278588E2,1.317964279E1,1.197809143E0,2.890189819E0
1.407379037E2,1.325014618E1,9.662406921E-1,2.947969666E0
1.407479488E2,1.395188690E1,1.779499512E0,2.256407776E0
1.407579938E2,1.519505173E1,2.663261719E0,1.245709534E0
1.407680388E2,1.625649445E1,2.922073517E0,1.043629761E0
1.407780837E2,1.629556320E1,2.643502808E0,1.306483154E0
1.407881288E2,1.503144196E1,-5.354365540E-1,1.723665619E0
1.407981738E2,1.427237045E1,-1.829794922E0,3.366948395E0
1.408082188E2,1.339743988E1,-4.776567078E-1,4.578079834E0
1.408182637E2,1.198033676E1,-1.061293030E-1,6.088588715E0
1.408283088E2,1.090632019E1,1.294807434E-1,5.700894928E0
1.408383538E2,1.001222946E1,-2.915936279E-1,4.537963257E0
1.408483988E2,8.989107056E0,-8.128097534E-1,4.717140656E0
1.408584437E2,7.621251526E0,-1.547332306E0,5.601800995E0
1.408684888E2,6.943910065E0,-2.601290588E0,6.990014191E0
1.408785338E2,6.902595978E0,-3.430416412E0,8.562045135E0
1.408885795E2,7.155719604E0,-3.803291016E0,9.179062042E0
1.408986245E2,7.456444244E0,-3.971092072E0,8.934171295E0
1.409086695E2,7.828121338E0,-3.737877045E0,8.111781464E0
1.409187145E2,8.596174164E0,-2.959495697E0,6.925198975E0
1.409287595E2,9.469907227E0,-2.251468048E0,5.934708710E0
1.409388045E2,1.015218842E1,-1.594334564E0,5.096451874E0
1.409488495E2,1.067744614E1,-8.122109985E-1,4.120032349E0
1.409588955E2,1.104463257E1,-3.836521912E-1,3.269201660E0
1.409689405E2,1.065663940E1,-2.887495422E-1,2.554438019E0
1.409789855E2,9.659712524E0,-4.810995483E-1,1.858385468E0
1.409890305E2,8.266559601E0,-8.095166016E-1,1.516047363E0
1.409990755E2,7.177125092E0,-9.783654785E-1,1.401535492E0
1.410091205E2,6.320306854E0,-1.090931396E0,1.426683197E0
1.410191655E2,5.399421844E0,-1.119971008E0,1.984423370E0
1.410292105E2,4.801565094E0,-1.091380463E0,2.348466339E0
1.410392555E2,4.421954498E0,-9.539662170E-1,2.522704010E0
1.410493005E2,4.212539978E0,-8.455915833E-1,2.616558838E0
1.410593455E2,4.082310791E0,-5.545967102E-1,2.684068451E0
1.410693905E2,3.966601410E0,-3.573069763E-1,2.856809235E0
1.410794355E2,4.079466705E0,-1.983375549E-1,3.024310913E0
1.410894805E2,4.199067993E0,-2.186952209E-1,2.987786865E0
1.410995255E2,4.455634460E0,-3.504212952E-1,3.126847687E0
1.411095705E2,5.047803040E0,-4.114942932E-1,3.068768463E0
1.411196155E2,5.576204224E0,-4.132905579E-1,2.851719818E0
1.411296605E2,6.139931946E0,-2.812651062E-1,2.523602142E0
1.411397055E2,6.928941193E0,-1.541793823E-2,2.241438904E0
1.411497505E2,8.031398621E0,4.323010254E-1,2.118843842E0
1.411597955E2,9.216334534E0,1.031654663E0,2.065704346E0
1.411698405E2,9.973609772E0,1.482217712E0,2.232307892E0
1.411798855E2,1.062610291E1,1.875150604E0,2.484683075E0
1.411899305E2,1.112561417E1,2.016157379E0,2.688559113E0
1.411999755E2,1.167347488E1,2.077230377E0,2.908451843E0
1.412100205E2,1.225651245E1,1.958527222E0,3.072211304E0
1.412200655E2,1.272638535E1,1.675016785E0,3.337160339E0
1.412301115E2,1.304656952E1,1.160237274E0,3.534749451E0
1.412401565E2,1.303025345E1,7.792794800E-1,3.610192566E0
1.412502015E2,1.293145889E1,6.947053528E-1,3.501668243E0
1.412602465E2,1.272683441E1,6.985972595E-1,3.150797882E0
1.412702915E2,1.254780670E1,8.554710388E-1,2.807262268E0
1.412803365E2,1.267683838E1,9.554631042E-1,2.714904327E0
1.412903815E2,1.289149200E1,8.054750061E-1,3.286415863E0
1.413004265E2,1.309252396E1,6.496490479E-1,4.597389679E0
1.413104715E2,1.347572708E1,3.406915283E-1,5.764512634E0
1.413205165E2,1.354862549E1,-3.641926575E-1,6.182593231E0
1.413305615E2,1.344848373E1,-6.676116943E-1,6.211034088E0
1.413406065E2,1.273521698E1,-1.199156342E0,6.360872498E0
1.413506515E2,1.155342453E1,-1.885928192E0,6.235133972E0
1.413606965E2,1.090167984E1,-2.649041290E0,6.053262177E0
1.413707415E2,1.025128235E1,-3.739523621E0,5.747448120E0
1.413807865E2,9.340576172E0,-4.553979950E0,5.726192322E0
1.413908315E2,8.617130585E0,-5.189258881E0,6.061794434E0
1.414008765E2,8.464597778E0,-5.497018890E0,6.581064606E0
1.414109215E2,8.868757324E0,-5.326972504E0,6.677164764E0
1.414209665E2,9.079818420E0,-4.923262024E0,6.144572296E0
1.414310115E2,9.266929321E0,-4.334087219E0,5.255870361E0
1.414410565E2,9.397607574E0,-3.713028717E0,4.140839081E0
1.414511015E2,9.329499207E0,-2.762355652E0,3.456911316E0
1.414611465E2,9.352401581E0,-1.763482819E0,2.881358185E0
1.414711915E2,9.316027222E0,-7.435038757E-1,2.633174286E0
1.414812365E2,8.970395966E0,1.386117554E-1,2.177521820E0
1.414912815E2,8.483308868E0,9.636959839E-1,1.896855469E0
1.415013265E2,7.760911102E0,1.426832886E0,1.717528381E0
1.415113725E2,6.914870453E0,1.577719116E0,1.758842468E0
1.415214175E2,6.004014587E0,1.478475494E0,2.038311310E0
1.415314625E2,5.170248413E0,1.158291321E0,2.240690460E0
1.415415075E2,4.305346985E0,8.195457458E-1,2.577939148E0
1.415515525E2,3.812272339E0,7.212002563E-1,2.947071533E0
1.415615975E2,3.478915558E0,6.888674927E-1,3.240760803E0
1.415716425E2,3.061733093E0,7.213499451E-1,3.250789948E0
1.415816875E2,2.728975067E0,7.282356262E-1,3.025658112E0
1.415917325E2,2.636617126E0,8.617579651E-1,2.618654480E0
1.416017775E2,2.867137756E0,1.029559021E0,2.136806488E0
1.416118225E2,3.287463684E0,1.143472137E0,1.812880096E0
1.416218675E2,4.085903320E0,1.215622101E0,1.793719940E0
1.416319125E2,4.937931519E0,1.122366028E0,1.929936676E0
1.416419575E2,6.048322449E0,7.948471069E-1,2.039658508E0
1.416520025E2,7.374265137E0,4.543052673E-1,2.414628754E0
1.416620475E2,8.759035492E0,1.258882141E-1,2.669698334E0
1.416720925E2,1.022254211E1,-6.137237549E-3,2.634820862E0
1.416821375E2,1.160806091E1,1.902543640E-1,2.383643188E0
1.416921825E2,1.272354126E1,4.593946838E-1,1.855092316E0
1.417022275E2,1.338321945E1,6.698570251E-1,1.230740662E0
1.417122725E2,1.340627151E1,8.072712708E-1,9.705816650E-1
1.417223175E2,1.292307632E1,8.815168762E-1,1.065184937E0
1.417323625E2,1.270737488E1,1.003962250E0,1.239123230E0
1.417424075E2,1.239213043E1,9.945318604E-1,1.763632507E0
1.417524525E2,1.209874054E1,6.680607605E-1,1.775607605E0
1.417624975E2,1.206071960E1,4.441264343E-1,1.538800049E0
1.417725425E2,1.276036469E1,9.505233765E-1,1.324595490E0
1.417825875E2,1.407642792E1,1.882485352E0,7.220983887E-1
1.417926325E2,1.505614059E1,1.769919434E0,5.990542603E-1
1.418026775E2,1.554562271E1,3.376977539E-1,2.207609253E0
1.418127225E2,1.621967102E1,4.668791199E-1,4.008663940E0
1.418227685E2,1.570354431E1,7.881111145E-1,5.072651367E0
1.418328125E2,1.446367264E1,8.217910767E-2,6.465654602E0
1.418428585E2,1.208481949E1,-1.546284485E-1,5.592819672E0
1.418529035E2,1.055125854E1,-1.465452576E-1,4.702321472E0
1.418629485E2,9.664502563E0,2.933898926E-2,4.992418213E0
1.418729935E2,8.650960236E0,-1.170565796E-1,6.271208954E0
1.418830378E2,8.307574310E0,-1.067130890E0,8.016729126E0
1.418930828E2,8.347391510E0,-2.235151978E0,1.000863693E1
1.419031278E2,8.556356964E0,-3.243754578E0,1.120958954E1
1.419131728E2,8.732839966E0,-3.212170258E0,1.076531342E1
1.419232178E2,8.487799530E0,-2.448608093E0,9.252110138E0
1.419332628E2,8.293353882E0,-1.877994690E0,7.504045258E0
1.419433078E2,8.481213226E0,-1.614392853E0,6.224356384E0
1.419533528E2,8.968899078E0,-1.348395996E0,5.168003082E0
1.419633978E2,9.370962982E0,-9.839039612E-1,4.403542786E0
1.419734428E2,9.658215637E0,-6.134243774E-1,3.716471558E0
1.419834878E2,9.606123962E0,-5.405259705E-1,3.112926636E0
1.419935328E2,9.186097412E0,-4.849914551E-1,2.352657623E0
1.420035778E2,8.500972137E0,-4.909790039E-1,1.622176666E0
1.420136228E2,7.443421326E0,-6.036946106E-1,1.070124664E0
1.420236678E2,6.568490753E0,-6.821315002E-1,8.390052795E-1
1.420337128E2,5.852828979E0,-6.764433289E-1,1.024020538E0
1.420437578E2,5.219496002E0,-8.599617004E-1,1.477727051E0
1.420538028E2,4.588408356E0,-8.297245789E-1,1.972747650E0
1.420638478E2,3.868555298E0,-1.108444977E0,2.289339294E0
1.420738928E2,3.368744659E0,-1.132993927E0,2.825973358E0
1.420839378E2,3.172951813E0,-9.172924805E-1,3.235821075E0
1.420939828E2,2.977009277E0,-8.952882385E-1,3.406017151E0
1.421040278E2,2.954855347E0,-8.903485107E-1,3.214415588E0
1.421140728E2,3.156486053E0,-6.988966370E-1,2.866239624E0
1.421241178E2,3.729793854E0,-6.994953918E-1,2.718646545E0
1.421341628E2,4.621339874E0,-6.168672180E-1,2.195334778E0
1.421442078E2,5.700445862E0,-3.864962769E-1,1.606758728E0
1.421542528E2,6.782695313E0,5.224136353E-2,1.681603088E0
1.421642978E2,8.138426056E0,6.968009949E-1,1.577719116E0
1.421743428E2,9.492510223E0,1.368154907E0,1.713935852E0
1.421843878E2,1.062056442E1,1.875899048E0,2.356250153E0
1.421944338E2,1.161734161E1,2.161954193E0,3.100951538E0
1.422044788E2,1.232342331E1,2.176024933E0,3.644022217E0
1.422145238E2,1.286679337E1,2.118544464E0,3.615431671E0
1.422245688E2,1.349009720E1,1.983375549E0,3.528163147E0
1.422346138E2,1.386551651E1,1.679208069E0,3.616479492E0
1.422446588E2,1.371822281E1,1.313817902E0,3.811374207E0
1.422547038E2,1.327469513E1,1.213676147E0,3.821403351E0
1.422647488E2,1.250559448E1,1.113983459E0,3.523223419E0
1.422747938E2,1.215726883E1,1.151405640E0,3.331771545E0
1.422848388E2,1.219364319E1,1.278940430E0,3.287014618E0
1.422948838E2,1.226624222E1,1.180295563E0,3.200195160E0
1.423049288E2,1.243434265E1,9.994715881E-1,3.647764435E0
1.423149738E2,1.268237686E1,4.532574463E-1,5.133424988E0
1.423250188E2,1.301453613E1,2.058219910E-1,6.654861145E0
1.423350638E2,1.304896454E1,-4.728666687E-1,6.646628265E0
1.423451088E2,1.247445923E1,-5.318440247E-1,6.303541718E0
1.423551538E2,1.108639572E1,-5.049000549E-1,6.201004944E0
1.423651988E2,1.083087708E1,-9.568103027E-1,6.257736969E0
1.423752438E2,1.074525513E1,-1.924547882E0,6.252647552E0
1.423852888E2,1.029978149E1,-2.902464294E0,6.146069183E0
1.423953338E2,9.295819244E0,-4.052672424E0,5.809718628E0
1.424053788E2,8.331823883E0,-5.090913391E0,6.049519958E0
1.424154238E2,7.959847412E0,-5.486540680E0,6.513255615E0
1.424254688E2,8.350984039E0,-5.433251495E0,6.658154297E0
1.424355138E2,9.136400757E0,-4.713997192E0,6.284980316E0
1.424455588E2,9.487570496E0,-4.176315308E0,5.215005341E0
1.424556038E2,9.816286926E0,-3.510948944E0,4.062701569E0
1.424656488E2,1.012793884E1,-2.572700043E0,3.178340607E0
1.424756938E2,1.015937347E1,-1.546883240E0,2.860252075E0
1.424857388E2,9.817783813E0,-7.086264038E-1,2.356848907E0
1.424957838E2,9.198671265E0,-9.175918579E-2,2.031725006E0
1.425058288E2,8.383017426E0,3.785627747E-1,1.785636749E0
1.425158738E2,7.495962067E0,5.149291992E-1,1.876497803E0
1.425259188E2,6.635251923E0,6.111790466E-1,2.199825439E0
1.425359638E2,5.716312866E0,7.376660156E-1,2.490670624E0
1.425460088E2,4.964276733E0,8.104147339E-1,2.632276154E0
1.425560538E2,4.393363953E0,9.369017029E-1,2.782713318E0
1.425660988E2,3.842958527E0,1.016685791E0,2.953957214E0
1.425761438E2,3.371888123E0,9.575587463E-1,3.007545776E0
1.425861888E2,3.153192902E0,7.726931763E-1,3.090623016E0
1.425962338E2,3.018922119E0,6.102809143E-1,3.000211029E0
1.426062788E2,2.957250366E0,5.083428955E-1,2.725831604E0
1.426163238E2,3.079695740E0,4.101470947E-1,2.408192139E0
1.426263698E2,3.709585876E0,4.562512207E-1,2.221829681E0
1.426364148E2,4.846471710E0,8.074209595E-1,2.270777893E0
1.426464598E2,5.771697693E0,9.839039612E-1,2.233954468E0
1.426565048E2,6.887627106E0,9.675878906E-1,2.082768860E0
1.426665498E2,7.965834961E0,9.310638428E-1,1.983525238E0
